ロックン・ハート！,384,88.56,4.325,177.0,177.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%AD%E3%83%83%E3%82%AF%E3%83%B3%E3%83%BB%E3%83%8F%E3%83%BC%E3%83%88%EF%BC%81
The world is all one !!,495,117.87,4.191,166.97,166.97,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/The%20world%20is%20all%20one%20%21%21
Smile! Smile! Smile!,165,39.21,4.182,280.0,280.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Smile%21%20Smile%21%20Smile%21
MANKAI☆開花宣言,361,87.22,4.128,171.98,171.98,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/MANKAI%E2%98%86%E9%96%8B%E8%8A%B1%E5%AE%A3%E8%A8%80
ただ君に晴れ,285,71.99,3.945,140.01,140.01,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%9F%E3%81%A0%E5%90%9B%E3%81%AB%E6%99%B4%E3%82%8C
はねまり体操,302,80.92,3.72,142.0,142.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%AF%E3%81%AD%E3%81%BE%E3%82%8A%E4%BD%93%E6%93%8D
Trust・Last,285,77.01,3.688,164.0,164.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Trust%E3%83%BBLast
太鼓ラブ！,521,144.64,3.595,140.0,140.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%AA%E9%BC%93%E3%83%A9%E3%83%96%EF%BC%81
ココロ転がせっ！,285,83.19,3.414,142.08,142.08,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%B3%E3%82%B3%E3%83%AD%E8%BB%A2%E3%81%8C%E3%81%9B%E3%81%A3%EF%BC%81
リンダリンダ,384,112.69,3.399,161.33,161.33,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%AA%E3%83%B3%E3%83%80%E3%83%AA%E3%83%B3%E3%83%80
チュワパネ!,288,86.67,3.312,144.0,144.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%81%E3%83%A5%E3%83%AF%E3%83%91%E3%83%8D%EF%BC%81
