どん子のファーストデート(裏譜面)(達人譜面),808,111.0,7.27,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%A9%E3%82%93%E5%AD%90%E3%81%AE%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%83%87%E3%83%BC%E3%83%88%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
プロミスザスター(裏譜面),669,93.18,7.169,170.0,170.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%97%E3%83%AD%E3%83%9F%E3%82%B9%E3%82%B6%E3%82%B9%E3%82%BF%E3%83%BC%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
紅,999,144.34,6.914,156.3,156.3,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E7%B4%85
THE IDOLM@STER(達人譜面),765,113.09,6.756,165.0,165.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/THE%20IDOLM%40STER
Just Awake,524,77.91,6.713,191.0,191.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Just%20Awake
Blue Rose Ruin,765,114.0,6.702,185.0,185.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Blue%20Rose%20Ruin
Silent Jealousy,1071,160.0,6.688,183.0,183.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Silent%20Jealousy
指先からはじまる物語,765,114.71,6.66,188.56,188.56,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E6%8C%87%E5%85%88%E3%81%8B%E3%82%89%E3%81%AF%E3%81%98%E3%81%BE%E3%82%8B%E7%89%A9%E8%AA%9E
天ノ弱,828,124.32,6.652,201.49,201.49,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%A9%E3%83%8E%E5%BC%B1
華蕾夢ミル狂詩曲～魂ノ導～,765,115.27,6.628,184.0,184.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E8%8F%AF%E8%95%BE%E5%A4%A2%E3%83%9F%E3%83%AB%E7%8B%82%E8%A9%A9%E6%9B%B2%EF%BD%9E%E9%AD%82%E3%83%8E%E5%B0%8E%EF%BD%9E
時空庁捜査2課,773,116.7,6.615,200.0,200.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E6%99%82%E7%A9%BA%E5%BA%81%E6%8D%9C%E6%9F%BB2%E8%AA%B2
大好きな太鼓の音,795,121.11,6.556,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%A7%E5%A5%BD%E3%81%8D%E3%81%AA%E5%A4%AA%E9%BC%93%E3%81%AE%E9%9F%B3
Irodoru♡Future,850,130.05,6.528,194.0,194.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Irodoru%E3%83%BBFuture
Rotter Tarmination,681,104.4,6.513,200.0,200.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Rotter%20Tarmination
どんちゃんしたい！,768,118.17,6.491,197.0,197.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%A9%E3%82%93%E3%81%A1%E3%82%83%E3%82%93%E3%81%97%E3%81%9F%E3%81%84%EF%BC%81
ネテモネテモ,550,84.65,6.486,185.0,185.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%8D%E3%83%86%E3%83%A2%E3%83%8D%E3%83%86%E3%83%A2
テルミービート,761,117.56,6.465,197.0,197.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%86%E3%83%AB%E3%83%9F%E3%83%BC%E3%83%93%E3%83%BC%E3%83%88
太鼓乱舞 皆伝(達人譜面),639,98.77,6.46,130.0,130.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%AA%E9%BC%93%E4%B9%B1%E8%88%9E%20%E7%9A%86%E4%BC%9D
限界突破×サバイバー(裏譜面)(達人譜面),523,81.28,6.422,187.5,187.5,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E9%99%90%E7%95%8C%E7%AA%81%E7%A0%B4%C3%97%E3%82%B5%E3%83%90%E3%82%A4%E3%83%90%E3%83%BC%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
どん子のファーストデート(裏譜面)(玄人譜面=普通譜面),715,111.79,6.387,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%A9%E3%82%93%E5%AD%90%E3%81%AE%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%83%87%E3%83%BC%E3%83%88%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
グレート！アニマルカイザー!!,676,106.22,6.355,172.0,172.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%B0%E3%83%AC%E3%83%BC%E3%83%88%21%E3%82%A2%E3%83%8B%E3%83%9E%E3%83%AB%E3%82%AB%E3%82%A4%E3%82%B6%E3%83%BC%21%21
The Magician's Dream,724,114.35,6.323,191.0,191.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/The%20Magician%27s%20Dream
限界突破×サバイバー(裏譜面)(普通譜面),513,81.28,6.299,187.5,187.5,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E9%99%90%E7%95%8C%E7%AA%81%E7%A0%B4%C3%97%E3%82%B5%E3%83%90%E3%82%A4%E3%83%90%E3%83%BC%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
化物月夜,677,107.5,6.288,180.0,180.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%8C%96%E7%89%A9%E6%9C%88%E5%A4%9C
月下美人(達人譜面),832,132.4,6.276,150.0,150.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E6%9C%88%E4%B8%8B%E7%BE%8E%E4%BA%BA
あまてらすJK,702,112.11,6.253,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%82%E3%81%BE%E3%81%A6%E3%82%89%E3%81%99JK
ロストワンの号哭,799,128.15,6.227,162.0,162.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%AD%E3%82%B9%E3%83%88%E3%83%AF%E3%83%B3%E3%81%AE%E5%8F%B7%E5%93%AD
エゴエゴアタクシ,706,114.71,6.146,161.89,161.89,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%A8%E3%82%B4%E3%82%A8%E3%82%B4%E3%82%A2%E3%82%BF%E3%82%AF%E3%82%B7
らんぶる乱舞(裏譜面),765,124.5,6.137,160.0,160.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%89%E3%82%93%E3%81%B6%E3%82%8B%E4%B9%B1%E8%88%9E%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
画竜点睛(達人譜面),608,98.96,6.134,134.0,134.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E7%94%BB%E7%AB%9C%E7%82%B9%E7%9D%9B
テオ,762,124.38,6.118,185.0,185.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%86%E3%82%AA
Eternal bond,635,103.94,6.1,170.0,170.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Eternal%20bond
