やわらか戦車(裏譜面),889,100.0,8.88,150.01,150.01,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%84%E3%82%8F%E3%82%89%E3%81%8B%E6%88%A6%E8%BB%8A%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
LOVE戦!!(裏譜面),942,114.67,8.206,180.0,180.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/LOVE%E6%88%A6%21%21%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
Wasabi Body Blow,959,117.0,8.188,180.0,180.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Wasabi%20Body%20Blow
闇の魔法少女,1158,146.25,7.911,200.0,200.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E9%97%87%E3%81%AE%E9%AD%94%E6%B3%95%E5%B0%91%E5%A5%B3
怪獣少女は火を吹かない(裏譜面),621,80.33,7.719,200.0,200.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E6%80%AA%E7%8D%A3%E5%B0%91%E5%A5%B3%E3%81%AF%E7%81%AB%E3%82%92%E5%90%B9%E3%81%8B%E3%81%AA%E3%81%84%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
めたるぽりす(裏譜面),765,99.2,7.701,176.0,176.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%81%E3%81%9F%E3%82%8B%E3%81%BD%E3%82%8A%E3%81%99%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
Turquoise Tachometer,835,108.93,7.656,164.0,164.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Turquoise%20Tachometer
珈琲の味と,926,121.95,7.585,185.0,185.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E7%8F%88%E7%90%B2%E3%81%AE%E5%91%B3%E3%81%A8
スカーレット警察のゲットーパトロール24時(裏譜面)(達人譜面),879,115.78,7.584,159.88,159.88,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%AC%E3%83%83%E3%83%88%E8%AD%A6%E5%AF%9F%E3%81%AE%E3%82%B2%E3%83%83%E3%83%88%E3%83%BC%E3%83%91%E3%83%88%E3%83%AD%E3%83%BC%E3%83%AB24%E6%99%82%28%E8%A3%8F%E8%AD%9C%E9%9D%A2%29
シン・ゾンビ(達人譜面),794,104.95,7.556,225.4,225.4,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%B7%E3%83%B3%E3%83%BB%E3%82%BE%E3%83%B3%E3%83%93
