天国と地獄 序曲(達人譜面),563,108.02,5.203,159.97,159.97,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%A9%E5%9B%BD%E3%81%A8%E5%9C%B0%E7%8D%84%20%E5%BA%8F%E6%9B%B2
犬吠える,580,113.5,5.101,179.99,179.99,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E7%8A%AC%E5%90%A0%E3%81%88%E3%82%8B
1・2・3(サトシ&ゴウ),427,85.22,4.999,182.0,182.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/1%E3%83%BB2%E3%83%BB3%28%E3%82%B5%E3%83%88%E3%82%B7%EF%BC%86%E3%82%B4%E3%82%A6%29
Growing Up,603,122.53,4.913,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Growing%20Up
くらえ！ブットバースト!!,454,92.52,4.896,202.0,202.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%81%8F%E3%82%89%E3%81%88%EF%BC%81%E3%83%96%E3%83%83%E3%83%88%E3%83%90%E3%83%BC%E3%82%B9%E3%83%88%21%21
My Mine,635,129.83,4.883,177.0,177.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/My%20Mine
やわらか戦車,488,99.99,4.87,150.01,150.01,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%84%E3%82%8F%E3%82%89%E3%81%8B%E6%88%A6%E8%BB%8A
天体観測,406,83.56,4.847,163.0,163.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%A9%E4%BD%93%E8%A6%B3%E6%B8%AC
ALIVE,391,80.49,4.845,178.53,178.53,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/ALIVE
ナツモノ☆,728,151.13,4.811,160.0,160.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%83%8A%E3%83%84%E3%83%A2%E3%83%8E%E2%98%86
NeGa/PoSi*ラブ/コール ,642,134.1,4.78,168.46,168.46,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/NeGa%EF%BC%8FPoSi%2A%E3%83%A9%E3%83%96%EF%BC%8F%E3%82%B3%E3%83%BC%E3%83%AB
シャイニングスター,369,77.09,4.774,158.0,158.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E3%82%B7%E3%83%A3%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0%E3%82%B9%E3%82%BF%E3%83%BC
鏡の国のアリス,443,93.56,4.724,160.0,160.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E9%8F%A1%E3%81%AE%E5%9B%BD%E3%81%AE%E3%82%A2%E3%83%AA%E3%82%B9
Reason!!,405,85.58,4.721,190.0,190.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/Reason%21%21
轟!!!,316,67.14,4.692,178.06,178.06,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E8%BD%9F%21%21%21
青と夏,350,74.51,4.684,185.0,185.0,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E9%9D%92%E3%81%A8%E5%A4%8F
天国と地獄 序曲(玄人譜面),504,108.02,4.657,159.97,159.97,https://wikiwiki.jp/taiko-fumen/%E5%8F%8E%E9%8C%B2%E6%9B%B2/%E3%81%8A%E3%81%AB/%E5%A4%A9%E5%9B%BD%E3%81%A8%E5%9C%B0%E7%8D%84%20%E5%BA%8F%E6%9B%B2
